"title","authors","journal","doi","volume","issue","year","abstract"
"Physicochemical and Microbiological Water Quality Assessment of a Northwestern Algerian Dam: Detection of Ichtyopathogenic Bacteria","H., Boumerdassi, Hanane; L.N., Djouadi, Lydia Neila; A., Hambli, Abderrahmane; M.L., Fardeau, Marie Laure; H.I., Ouzari, Hadda Imene; F., Nateche, Farida","Polish Journal of Microbiology","10.33073/pjm-2023-020","72","2","2023","Freshwater fish are often exposed to threats from anthropogenic or natural origins, such as pathogenic or opportunistic microorganisms responsible for a broad range of severe infections. In this study, we aimed to assess this microbiological threat to fish in an Algerian northwestern dam Sekkak (Tlemcen) by evaluating the diversity of ichtyopathogenic bacteria. In order to determine the water quality, physicochemical analyses of the dam water were carried out in situ. Ichtyopathogenic bacteria were isolated on selective media and identified by API galleries and molecular techniques (PCR and sequencing of the 16S rRNA gene). Besides, the antibiograms were constructed for all the isolates. The physicochemical and bacteriological analyses allowed us to classify the dam water as moderately polluted to polluted. Furthermore, an important diversity of ichtyopathogenic bacterial species was observed as Aeromonas hydrophila, Providencia rettgeri, and Pseudomonas aeruginosa were retrieved. The antibiogram test revealed notable resistance. The antibiotic family for which most resistances were found was the β-lactam family, followed by aminoglycosides and macrolides. These results indicate that aquatic environments can shelter multidrug-resistant pathogenic bacteria representing a threat to the endemic fauna. Therefore, it is important to closely monitor these waters in order to improve the fish's living environment and ensure healthier production."
"Nowcasting of fecal coliform presence using an artificial neural network","A., Pras, Asaf; H., Mamane, Hadas","Environmental Pollution","10.1016/j.envpol.2023.121484","326",NA,"2023","At least 2 billion people worldwide use drinking water sources that are contaminated with feces, causing waterborne diseases; poor sanitation, poor hygiene, and unsafe drinking water result in a daily death rate of more than 800 children under 5 years of age from diarrheal diseases. This study shows the feasibility of a novel method to nowcast fecal coliforms' (FC) presence in drinking water sources by applying a multilayer perceptron artificial neuron network (MLP-ANN) model. The model gives a binary answer for FC presence or absence in drinking water sources using a minimum of water quality and geographical parameters, which can be monitored in real-time as predictors with low-cost and in-situ equipment. Using 51,400 samples to train, validate and test the model with temperature, pH, electrical conductivity, turbidity, dissolved oxygen, and total dissolved solids (TDS) as water-quality inputs and the water source type and location (as districts in India) as geographical inputs. The model achieved a total accuracy of 92.8% and a sensitivity of 98.2%, meaning that most FC-contaminated samples were classified correctly. In addition, precision reached 93.1%, meaning that most FC-contamination classifications were actually contaminated. The MLP-ANN performed better than the Linear Regression and K-Nearest Neighbors models, with lower accuracies of 90.2% and 91.0%, respectively. The MLP-ANN model could characterize the water quality geospatially, learn from the parameters whether the water is contaminated by FC, and predict with high accuracy on new testing data. This method can be used as a part of a sensor for FC monitoring and management in water, reducing the time gaps between routine lab testing and thus improving drinking water quality and addressing the SDG 6 targets."
"Comparative evaluation of advanced oxidation processes (AOPs) for reducing SARS-CoV-2 viral load from campus sewage water","R.S., Pramanik, Rinka Sanatan; N., Bodawar, Narendra; A., Brahme, Aashay; S.P., Kamble, Sanjay P.; M.S., Dharne, Mahesh Shantappa","Journal of Environmental Chemical Engineering","10.1016/j.jece.2023.109673","11","3","2023","Presence of SARS-CoV-2 in wastewater is a major concern as the wastewater meets rivers and other water bodies and is used by the population for various purposes. Hence it is very important to treat sewage water in an efficient manner in order to reduce the public health risk. In the present work, various advanced oxidation processes (AOPs) have been evaluated for disinfection of SARS-CoV-2 from sewage water collected from STP inlet of academic institutional residential. The sewage water was subjected to ten AOPs, which include Ozone (O<inf>3</inf>), Hydrodynamic cavitation (HC), Ultraviolet radiation (UV), and their hybrid combinations like HC/O<inf>3</inf>, HC/O<inf>3</inf>/H<inf>2</inf>O<inf>2</inf>, HC/H<inf>2</inf>O<inf>2</inf>, O<inf>3</inf>/UV, UV/H<inf>2</inf>O<inf>2</inf>, UV/H<inf>2</inf>O<inf>2</inf>/O<inf>3</inf>, and O<inf>3</inf>/H<inf>2</inf>O<inf>2</inf> to reduce SARS-CoV-2 viral load. Further, AOP treated sewage water was subjected to total nucleic acid isolation followed by RT-qPCR for viral load estimation. The sewage water treatment techniques were evaluated based on their viral concentration-reducing efficiency. It was found that ozone and ozone-coupled hybrid AOPs showed the most promising result with more than 98 % SARS-CoV-2 viral load reducing efficiency from sewage water. Interestingly, the best six AOPs used in this study significantly reduced both the SARS-CoV-2 and PMMoV (faecal indicator) viral load and improved water quality in terms of increasing DO and decreasing TOC."
"Potential health hazard of drinking water in restaurants and tea stalls","M.R., Karim, Mohammad Rezaul; M.H.R.B., Khan, Md Habibur Rahman Bejoy; A.K., Ahsan, Amimul K.; M., Rahadujjaman, Md; S., Alam, Shadman; R., Hasan, Rakibul; T.T., Sharif, Tabriz Tajwar; S., Farooq, Saad","Environmental Quality Management","10.1002/tqem.21939","32","4","2023","Potable and equitable drinking water (DW) is a fundamental human right and essential for human health. This study is conducted to assess the groundwater and jar water quality of the roadside restaurants and tea stalls used for drinking by the local people around the Gazipur City area in Bangladesh. Water samples from 173 restaurants and tea stalls are collected. The physico-chemical and biological parameters are analyzed according to the guidelines and standards. The results illustrate that the color, EC, and Mn of 41%, 80%, and 62% of the samples, respectively, exceed the WHO and Environmental Conservation Rules (ECR) standards. In addition, E. coli and total coliform exceeding the threshold standards are found in 47% and 64% of the water samples, respectively. The contamination of DW by fecal coliforms is confirmed and supported by prior studies, which indicates that the DW supplied in restaurants and tea stalls are unsafe because of the possible presence of pathogens. These may cause potential health hazards to consumers from various water-borne diseases. Poor sanitation, unhygienic practices, and improper disposal of wastewater are responsible for the microbial contamination of DW. So, the authorities in charge of these places should take the right regulatory steps, such as regular sanitation inspections, DW quality monitoring, hand-washing practices, and better sanitation in these places."
"Seven-year performance of biosand filters in rural Rwanda","B., O’Connell, Bethesda; P.R., Scheuerman, Phillip R.; C.O., Olomofe, Charles Oluwatemitope; M.A., Quinn, Megan A.; D.L., Slawson, Deborah Leachman; T., Ntakirutimana, Theoneste","Journal of Water Sanitation and Hygiene for Development","10.2166/washdev.2023.244","13","5","2023","Waterborne diseases remain a significant public health problem, and biosand filters (BSFs) are a common household water filtration method for improving drinking water quality to prevent diseases. The purpose of this study was to evaluate the effectiveness of BSFs over time in a rural Rwandan community. Sixteen BSFs were installed – eight in 2015 and eight in 2018. Influent and effluent samples were tested with Colilert Presence/Absence kits in 2015, 2017, 2018, 2019, and 2022. About 92.9% of filters were still in use in July 2022, but only 64.3% were functioning well, and 50% of effluent samples tested positive for fecal coliforms. A Kruskal–Wallis H test showed no statistically significant difference in effluent percent positive for fecal coliforms by filter age [χ2 (1) = 4.00, p = 0.41]. Recorded observations about each filter, such as rusted diffuser plates, may be useful for understanding the need for maintenance over time."
"Utilizing a National Wastewater Monitoring Program to Address the U.S. Opioid Epidemic: A Focus on Metro Atlanta, Georgia","T., Wright, Tamara; A., Adhikari, Atin","International Journal of Environmental Research and Public Health","10.3390/ijerph20075282","20","7","2023","The opioid epidemic has continued to be an ongoing public health crisis within Metro Atlanta for the last three decades. However, estimating opioid use and exposure in a large population is almost impossible, and alternative methods are being explored, including wastewater-based epidemiology. Wastewater contains various contaminants that can be monitored to track pathogens, infectious diseases, viruses, opioids, and more. This commentary is focusing on two issues: use of opioid residue data in wastewater as an alternative method for opioid exposure assessment in the community, and the adoption of a streamlined approach that can be utilized by public health officials. Opioid metabolites travel through the sanitary sewer through urine, fecal matter, and improper disposal of opioids to local wastewater treatment plants. Public health officials and researchers within various entities have utilized numerous approaches to reduce the impacts associated with opioid use. National wastewater monitoring programs and wastewater-based epidemiology are approaches that have been utilized globally by researchers and public health officials to combat the opioid epidemic. Currently, public health officials and policy makers within Metro Atlanta are exploring different solutions to reduce opioid use and opioid-related deaths throughout the community. In this commentary, we are proposing a new innovative approach for monitoring opioid use and analyzing trends by utilizing wastewater-based epidemiologic methods, which may help public health officials worldwide manage the opioid epidemic in a large metro area in the future."
"Household drinking water quality and its predictors in flood-prone settings of Northwest Ethiopia: A cross-sectional community-based study","T.A., Birhan, Tsegaye Adane; B.D., Bitew, Bikes Destaw; H.M., Dagne, Henok Mekonnen; D.E., Amare, Dagnachew Eyachew; J., Azanaw, Jember; Z., Andualem, Zewudu; A., Dessie, Awrajaw; G.G., Kabito, Gebisa Guyasa; A., Getaneh, Alem; A., Addisu, Ayenew","Heliyon","10.1016/j.heliyon.2023.e15072","9","4","2023","Globally, the deterioration of drinking water quality is a major public health problem that contributes to the spread of disease and causes death. Therefore, it is important to have regular quality control monitoring. This study aimed to assess the level of physicochemical and bacteriological quality of household drinking water and its contributing factors in flood-prone settlements of South Gondar Zone, Ethiopia. A community-based cross-sectional study was conducted in flood-prone settings of Northwest Ethiopia from January 17 to March 30, 2021. Structured questionnaires were used to gather the sociodemographic, environmental, and behavioral data. A total of 675 drinking water samples were collected from water storage containers of selected households. Logistic regression models were used for both univariate and multivariable studies. The survey included a total of 675 households. The mean values of pH (5.9 ± 1.03), turbidity (6.7 ± 2.21 NTU), and free residual chlorine (0.02 ± 0.01 mg/l) did not meet the WHO recommended limits for drinking water. The prevalence of fecal contamination of drinking water in the study area was 62.2% with [95% CI (53–60%)]. Family size [AOR = 2.205, 95% CI (1.375–3.536), absence of latrine [AOR = 3.449, 95% CI (1.349–8.823)], and lack of a separate container to draw water from its storage [AOR = 0.454, 95% CI (0.249–0.827)] were significant predictors for fecal contamination of household drinking water. In conclusion, the water quality in terms of pH, turbidity, residual chlorine, and bacteriological parameters was poor and not suitable for consumption. High prevalence of fecal contamination of water was found, and it was significantly associated with family size, the absence of a latrine, and the lack of a separate cap to take water from the storage. Therefore, continuous chlorination and monitoring its concentration, educating the community on how to use stored water, educating the advantage of having a latrine, and promoting point-of-use treatments such as filtration and boiling are needed."
"Dependency of sanitation infrastructure on the discharge of faecal coliform and SARS-CoV-2 viral RNA in wastewater from COVID and non-COVID hospitals in Dhaka, Bangladesh","N., Amin, Nuhu; R., Haque, Rehnuma; M.Z., Rahman, Mohammed Ziaur; Z.H., Mahmud, Zahid Hayat; R., Hasan, Rezaul; M.T., Islam, Md Tahmidul; P., Sarker, Protim; S., Sarker, Supriya; S.D., Adnan, Shaikh Daud; N., Akter, Nargis","Science of the Total Environment","10.1016/j.scitotenv.2023.161424","867",NA,"2023","The detection of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) RNA in wastewater can be used as an indicator of the presence of SARS-CoV-2 infection in specific catchment areas. We conducted a hospital-based study to explore wastewater management in healthcare facilities and analyzed SARS-CoV-2 RNA in the hospital wastewater in Dhaka city during the Coronavirus disease (COVID-19) outbreak between September 2020–January 2021. We selected three COVID-hospitals, two non-COVID-hospitals, and one non-COVID-hospital with COVID wards, conducted spot-checks of the sanitation systems (i.e., toilets, drainage, and septic-tank), and collected 90 untreated wastewater effluent samples (68 from COVID and 22 from non-COVID hospitals). E. coli was detected using a membrane filtration technique and reported as colony forming unit (CFU). SARS-CoV-2 RNA was detected using the iTaq Universal Probes One-Step kit for RT-qPCR amplification of the SARS-CoV-2 ORF1ab and N gene targets and quantified for SARS-CoV-2 genome equivalent copies (GEC) per mL of sample. None of the six hospitals had a primary wastewater treatment facility; two COVID hospitals had functional septic tanks, and the rest of the hospitals had either broken onsite systems or no containment of wastewater. Overall, 100 % of wastewater samples were positive with a high concentration of E. coli (mean = 7.0 log<inf>10</inf> CFU/100 mL). Overall, 67 % (60/90) samples were positive for SARS-CoV-2. The highest SARS-CoV-2 concentrations (median: 141 GEC/mL; range: 13–18,214) were detected in wastewater from COVID-hospitals, and in non-COVID-hospitals, the median SARS-CoV-2 concentration was 108 GEC/mL (range: 30–1829). Our results indicate that high concentrations of E. coli and SARS-CoV-2 were discharged through the hospital wastewater (both COVID and non-COVID) without treatment into the ambient water bodies. Although there is no evidence for transmission of SARS-CoV-2 via wastewater, this study highlights the significant risk posed by wastewater from health care facilities in Dhaka for the many other diseases that are spread via faecal oral route. Hospitals in low-income settings could function as sentinel sites to monitor outbreaks through wastewater-based epidemiological surveillance systems. Hospitals should aim to adopt the appropriate wastewater treatment technologies to reduce the discharge of pathogens into the environment and mitigate environmental exposures."
"Degradation rates influence the ability of composite samples to represent 24-hourly means of SARS-CoV-2 and other microbiological target measures in wastewater","K.M., Babler, Kristina M.; M.E., Sharkey, Mark E.; S.M., Abelson, Samantha M.; A., Amirali, Ayaaz; A., Benitez, Aymara; G.A., Cosculluela, Gabriella A.; G.S., Grills, George S.; N., Kumar, Naresh; J., Laine, Jennifer; W.E., Lamar, Walter E.","Science of the Total Environment","10.1016/j.scitotenv.2023.161423","867",NA,"2023","The utility of using severe-acute respiratory syndrome coronavirus-2 (SARS-CoV-2) RNA for assessing the prevalence of COVID-19 within communities begins with the design of the sample collection program. The objective of this study was to assess the utility of 24-hour composites as representative samples for measuring multiple microbiological targets in wastewater, and whether normalization of SARS-CoV-2 by endogenous targets can be used to decrease hour to hour variability at different watershed scales. Two sets of experiments were conducted, in tandem with the same wastewater, with samples collected at the building, cluster, and community sewershed scales. The first set of experiments focused on evaluating degradation of microbiological targets: SARS-CoV-2, Simian Immunodeficiency Virus (SIV) – a surrogate spiked into the wastewater, plus human waste indicators of Pepper Mild Mottle Virus (PMMoV), Beta-2 microglobulin (B2M), and fecal coliform bacteria (FC). The second focused on the variability of these targets from samples, collected each hour on the hour. Results show that SARS-CoV-2, PMMoV, and B2M were relatively stable, with minimal degradation over 24-h. SIV, which was spiked-in prior to analysis, degraded significantly and FC increased significantly over the course of 24 h, emphasizing the possibility for decay and growth within wastewater. Hour-to-hour variability of the source wastewater was large between each hour of sampling relative to the variability of the SARS-CoV-2 levels calculated between sewershed scales; thus, differences in SARS-CoV-2 hourly variability were not statistically significant between sewershed scales. Results further provided that the quantified representativeness of 24-h composite samples (i.e., statistical equivalency compared against hourly collected grabs) was dependent upon the molecular target measured. Overall, improvements made by normalization were minimal within this study. Degradation and multiplication for other targets should be evaluated when deciding upon whether to collect composite or grab samples in future studies."
"Stream and well water samples from two rural communities in Ekiti State, Nigeria: assessment of physicochemical parameters, bacteriological quality and public health significance","A.T., Odeyemi, A. T.; O.J., Akinjogunla, Olajide Joseph; A.O., Ajayi, Ayodele Oluwaseun; R.M., Thomas, Remilekun M.; O.A., Oluwole, Olusola A.","Acta Scientiarum - Biological Sciences","10.4025/actascibiolsci.v45i1.64296","45",NA,"2023","Infectious diseases caused by microorganisms are widespread health risks associated with drinking water. This study evaluated the physicochemical parameters and bacteriological quality of the stream and well water using standard protocols. The bacteria were identified by conventional and molecular methods. Antibiotic susceptibility and location of antibiotic resistance markers (ARMs) were determined using disc diffusion and acridine orange, respectively. The highest mean Total Heterotrophic Bacterial Counts (THBC), Total Coliform Counts (TCC) and Faecal Coliform Counts (FCC) from the stream water was 4.3 ± 0.3×106, 8.9 ± 0.0×105, and 3.5 ± 0.1×104 (CFU mL-1), respectively. The well water had mean TCC ranging between 2.8 ± 0.0×103 and 2.1 ± 0.1×104 (CFU mL-1). Six bacterial genera: Staphyloccocus, Pseudomonas, Escherichia, Enterobacter, Klebsiella, and Shigella were isolated. The mean temperature of the water ranged from 26.0 ± 0.3o C to 27.0 ± 0.1o C. The highest mean dissolved oxygen, total hardness, sulphate and magnesium was 24.0 ± 1.0, 40.1 ± 0.8, 11.0± 1.0, and 67.0 ± 1.5 (mg L-1), respectively. The results showed that ≥ 66.7 S. aureus were Levofloxacin and Streptomycin sensitive; between 45.5 and 68.1% of the isolates were Gentamycin and Chloramphenicol resistant, while 81.8% exhibited multidrug resistance. Escherichia coli EcSW3, E. aerogenes EeWW2, K. pneumoniae KpSW3, and S. aureus SaSW had their entire ARMs located on the plasmids with the molecular sizes ˂ 2.027 Kbp. This study showed that the stream and well water harboured bacteria with some ARMs on plasmids, indicating the possibility of horizontal transfer of antibiotic-resistant genes among the bacteria. In addition, it showed the necessity to enlighten the rural populace on the importance of cleaning the surroundings near water sources so as to prevent water-borne diseases."
"Predicting Fecal Indicator Bacteria Using Spatial Stream Network Models in A Mixed-Land-Use Suburban Watershed in New Jersey, USA","T.T., Hsu, T. T.D.; D., Yu, Danlin; M., Wu, Meiyin","International Journal of Environmental Research and Public Health","10.3390/ijerph20064743","20","6","2023","Good water quality safeguards public health and provides economic benefits through recreational opportunities for people in urban and suburban environments. However, expanding impervious areas and poorly managed sanitary infrastructures result in elevated concentrations of fecal indicator bacteria and waterborne pathogens in adjacent waterways and increased waterborne illness risk. Watershed characteristics, such as urban land, are often associated with impaired microbial water quality. Within the proximity of the New York–New Jersey–Pennsylvania metropolitan area, the Musconetcong River has been listed in the Clean Water Act’s 303 (d) List of Water Quality-Limited Waters due to high concentrations of fecal indicator bacteria (FIB). In this study, we aimed to apply spatial stream network (SSN) models to associate key land use variables with E. coli as an FIB in the suburban mixed-land-use Musconetcong River watershed in the northwestern New Jersey. The SSN models explicitly account for spatial autocorrelation in stream networks and have been widely utilized to identify watershed attributes linked to deteriorated water quality indicators. Surface water samples were collected from the five mainstem and six tributary sites along the middle section of the Musconetcong River from May to October 2018. The log<inf>10</inf> geometric means of E. coli concentrations for all sampling dates and during storm events were derived as response variables for the SSN modeling, respectively. A nonspatial model based on an ordinary least square regression and two spatial models based on Euclidean and stream distance were constructed to incorporate four upstream watershed attributes as explanatory variables, including urban, pasture, forest, and wetland. The results indicate that upstream urban land was positively and significantly associated with the log<inf>10</inf> geometric mean concentrations of E. coli for all sampling cases and during storm events, respectively (p < 0.05). Prediction of E. coli concentrations by SSN models identified potential hot spots prone to water quality deterioration. The results emphasize that anthropogenic sources were the main threats to microbial water quality in the suburban Musconetcong River watershed. The SSN modeling approaches from this study can serve as a novel microbial water quality modeling framework for other watersheds to identify key land use stressors to guide future urban and suburban water quality restoration directions in the USA and beyond."
"Prevalence of diarrheal disease and associated factors among under-five children in flood-prone settlements of Northwest Ethiopia: A cross-sectional community-based study","T.A., Birhan, Tsegaye Adane; B.D., Bitew, Bikes Destaw; H.M., Dagne, Henok Mekonnen; D.E., Amare, Dagnachew Eyachew; J., Azanaw, Jember; M., Genet, Mengesha; G.T., Engdaw, Garedew Tadege; A.H., Hailu Tesfaye, Amensisa Hailu; G., Yirdaw, Getasew; T., Maru, Tadele","Frontiers in Pediatrics","10.3389/fped.2023.1056129","11",NA,"2023","Background: Diarrheal illnesses are a long-standing public health problem in developing countries due to numerous sanitation issues and a lack of safe drinking water. Floods exacerbate public health issues by spreading water-borne infectious diseases such as diarrhea through the destruction of sanitation facilities and contamination of drinking water. There has been a shortage of studies regarding the magnitude of diarrheal disease in flood-prone areas. Therefore, this research aimed to evaluate the prevalence of diarrheal disease and its predictors among under-five children living in flood-prone localities in the south Gondar zone of Northwest Ethiopia. Method: A community-based cross-sectional research was carried out in flood-prone villages of the Fogera and Libokemkem districts from March 17 to March 30, 2021. Purposive and systematic sampling techniques were used to select six kebeles and 717 study units, respectively. Structured and pretested questionnaires were used to collect the data. A multivariable analysis was performed to determine the predictors of diarrheal disease, with P-value <0.05 used as the cut-off point to declare the association. Result: The prevalence of a diarrheal disease among under-five children was 29.0%. The regular cleaning of the compound [AOR: 2.13; 95% CI (1.25, 3.62)], source of drinking water [AOR: 2.36; 95% CI: (1.26, 4.41)], animal access to water storage site [AOR: 3.04; 95% CI: (1.76, 5.24)], vector around food storage sites [AOR: 9.13; 95% CI: (4.06, 20.52)], use of leftover food [AOR: 4.31; 95% CI: (2.64, 7.04)], and fecal contamination of water [AOR: 12.56; 95% CI: (6.83, 23.20)] remained to have a significant association with diarrheal diseases. Conclusion: The present study found that the prevalence of the diarrheal disease among under-five children was high. Routine compound cleaning, the source of drinking water, animal access to a water storage site, vectors near food storage sites, consumption of leftover food, and fecal contamination of water were significant predictors of diarrheal disease. Therefore, it is advised to provide improved water sources, encourage routine cleaning of the living area, and offer health education about water, hygiene, and sanitation."
"Spread of flushing-generated fecal aerosols in a squat toilet cubicle: Implication for infection risk","D., Luo, Danting; J., Huang, Jiayu; X., Zheng, Xiaohong; F., Liu, Fan; Y., Li, Yuguo; Y., Wang, Ying; H., Qian, Hua","Science of the Total Environment","10.1016/j.scitotenv.2022.160212","859",NA,"2023","Toilet flushing generates and spread fecal aerosols, potentially leading to infection transmission risk. Squat toilets are widely used in public restrooms in some Asian countries including China and India, and remain to be studied. Aerosol dispersion while flushing squat toilet in cubicle was visualized, while the aerosol concentrations were measured on different surfaces by monitoring fluorescence intensity through seeding simulated fluorescence feces. Flushing-generated fecal aerosols could spread to the breathing zone, deposit on floor, and partitions in squat toilet cubicles, and spread even beyond to the restroom lobby. A total of 0.24 % and 0.17 % of seeded fecal waste deposits on the floor and partition (lower than 0.20 m) for each flush. Aerosol concentration decays rapidly, with 86.8 ± 2.2 % reduction in the second minute after a previous flush compared to that in the first minute. Public toilet users are recommended to wait for 2 min after the early flush before entering the cubicle."
"Drinking Water From Private Wells and Risks to Children","A.D., Woolf, Alan David; B.D., Stierman, Bryan D.; E.D., Barnett, Elizabeth D.; L.G., Byron, Lori G.; A., Bole, Aparna; S.J., Balk, Sophie J.; G.M., Huerta-Montañez, Gredia Maria; P.J., Landrigan, PJ J.; S.M., Marcus, Steven Matthew; A.L., Nerlinger, Abby L.","Pediatrics","10.1542/peds.2022-060644","151","2","2023","Drinking water for >23 million US households is obtained from private wells. These wells can become contaminated by chemicals, naturally occurring toxic substances, or pathogenic organisms that can cause illness in children. Although the US Environmental Protection Agency and most states offer some guidance for the construction, maintenance, and testing of private wells, most states only regulate the construction of new private water wells. With few exceptions, well owners are responsible for their own wells after the initial construction. Children may also drink well water at childcare or when traveling. This policy statement provides recommendations for the inspection, testing, and remediation of private wells to provide safe drinking water for children."
"A Simple Assay to Assess Salmonella Typhimurium Impact on Performance and Immune Status of Growing Pigs after Different Inoculation Doses","G., Alves da Cunha Valini, Graziela; P.R., Arnaut, Pedro Righetti; L.G., Barbosa, Larissa Gonçalves; P.H.A., de Azevedo, Paulo Henrique Amadeu; A.D.B., Melo, Antônio Diego Brandão; D.A., Marçal, Danilo Alves; P.H.R.F., Campos, P. H. R. F.; L., Hauschild, L.","Microorganisms","10.3390/microorganisms11020446","11","2","2023","Salmonella Typhimurium is the most frequent serovar in pigs and causes infections in humans. However, the dosage used for experimentation is not well defined. The present study aimed to evaluate a dosage for oral inoculation with Salmonella Typhimurium to assess immunological and growth performance alterations in pigs. Gilts were randomly allocated into one of three experimental treatments: no Salmonella Typhimurium inoculation (Basal), or oral inoculation of 1 × 108 or 1.5 × 108 colony-forming units of Salmonella Typhimurium. Growth rate, rectal temperature, and fecal Salmonella shedding were recorded. Blood samples were taken. Inoculated pigs shed the bacteria for up to 7 days, but no differences were observed between the groups. No differences were observed in rectal temperature, body weight, or average daily feed intake. However, reductions in average daily gain (−17 and −22%) and feed efficiency (−14 and −20%) were observed in pigs inoculated with 1 × 108 and 1.5 × 108 colony-forming units, respectively. The hemoglobin and hematocrit concentrations increased in challenged pigs compared to Basal pigs. The oral dosage of 1.5 × 108 colony-forming units of Salmonella Typhimurium is suitable for activating the immune system of pigs and assessing the impact of Salmonella on pig performance."
"Water quality and antibiotic resistance in the recreational waters","T.E., Andrzejak, Taylor E.; H.S., Raje, Himanshu S.; G., LaFleur, Gary; J.M., Willis, Jonathan M.; R., Boopathy, Raj","Bioresource Technology","10.1016/j.biortech.2022.128546","370",NA,"2023","The overuse and improper disposal of antibiotics results in antibiotic resistance. This raises concern over the presence of antibiotic resistant bacteria (ARB) in waterways and pose health risks of antibiotic resistant infections to water recreationists. The purpose of this study was to monitor water quality, microbial ecology, and antibiotic resistance in water and biofilm on submerged plastics at two public boat launches in southeastern Louisiana. Water and biofilm samples were collected once a month, in triplicate, from two public boat launches in Louisiana, USA for a year. Water quality metrics included nitrate, ammonia, sulfate, phosphate, and organic carbon. Water samples were tested for total and fecal coliform abundance and the presence of ARB. Out of 131 bacterial isolates studied from these two sites, 86% of them tested positive for antibiotic resistance with multi-drug resistance. Antibiotic resistance genes (ARGs) for sulfonamide (sul2), bacitracin (bacA) and ampicillin (ampA) were identified in bacterial isolates from water and biofilm samples at both sites. Molecular genetic diversity analysis identified distinct taxonomic diversity differences in biofilm bacteria compared to the planktonic bacteria in the surrounding water. Biofilm samples showed increased diversity at the phylum, genus, and species levels."
"Predicting Fecal-Indicator Organisms in Coastal Waters Using a Complex Nonlinear Artificial Intelligence Model","M.Y., Lam, M. Y.; R., Ahmadian, Reza","Journal of Environmental Engineering (United States)","10.1061/JOEEDU.EEENG-6986","149","2","2023","High levels of fecal-indicator organisms (FIOs) at bathing water sites can cause disease and impose threats to public health. There is a need for predicting FIO levels to inform the public and reduce exposure. Data-driven models are one of the main tools being considered as predictive models. However, identifying the main inputs of the data-driven models is a major challenge in developing FIO predictor models. This paper develops a data-driven model for FIO concentration prediction based on a limited number of critical input variables. Essential variables were identified with be a combination of the gamma test and Genetic Algorithm (Gamma-GA test). Artificial neural networks (ANNs) and linear regression models were developed using these two variable identification approaches for comparison. The models were applied to a case study, and it was found that the model using the Gamma-GA test has a high potential to predict FIO levels more accurately, although this requires further investigation with different case studies. A correlation analysis was required prior to the variable identification approaches in this study. The need of this analysis highlights the significance of understanding the waterbody and the data set in the development and application of data-driven models. Models using a Gamma-GA test were more capable of predicting extreme (high) FIO concentrations, making a Gamma-GA test more suitable for a bathing water quality early warning system. The importance of nonlinearity in such predictive models was also demonstrated by the better performance of nonlinear ANN models compared with linear regression models regardless of the variable identification approaches used. This paper highlights the importance of nonlinearity in bathing water quality prediction and encourages further utilization of nonlinear models for this application."
"Probabilistic fecal pollution source profiling and microbial source tracking for an urban river catchment","J., Derx, Julia; H.S., Kılıç, H. Seda; R.B., Linke, Rita B.; S., Cervero-Aragó, Sílvia; C., Frick, Christina; J.F., Schijven, Jack F.; A.K., Kirschner, Alexander K.T.; G., Lindner, Gerhard; J., Walochnik, Julia; G.L., Stalder, Gabrielle L.","Science of the Total Environment","10.1016/j.scitotenv.2022.159533","857",NA,"2023","We developed an innovative approach to estimate the occurrence and extent of fecal pollution sources for urban river catchments. The methodology consists of 1) catchment surveys complemented by literature data where needed for probabilistic estimates of daily produced fecal indicator (FIBs, E. coli, enterococci) and zoonotic reference pathogen numbers (Campylobacter, Cryptosporidium and Giardia) excreted by human and animal sources in a river catchment, 2) generating a hypothesis about the dominant sources of fecal pollution and selecting a source targeted monitoring design, and 3) verifying the results by comparing measured concentrations of the informed choice of parameters (i.e. chemical tracers, C. perfringensspores, and host-associated genetic microbial source tracking (MST) markers) in the river, and by multi-parametric correlation analysis. We tested the approach at a study area in Vienna, Austria. The daily produced microbial particle numbers according to the probabilistic estimates indicated that, for the dry weather scenario, the discharge of treated wastewater (WWTP) was the primary contributor to fecal pollution. For the wet weather scenario, 80–99 % of the daily produced FIBs and pathogens resulted from combined sewer overflows (CSOs) according to the probabilistic estimates. When testing our hypothesis in the river, the measured concentrations of the human genetic fecal marker were log<inf>10</inf> 4 higher than for selected animal genetic fecal markers. Our analyses showed for the first-time statistical relationships between C. perfringens spores (used as conservative microbial tracer for communal sewage) and a human genetic fecal marker (i.e. HF183/BacR287) with the reference pathogen Giardia in river water (Spearman rank correlation: 0.78–0.83, p < 0.05. The developed approach facilitates urban water safety management and provides a robust basis for microbial fate and transport models and microbial infection risk assessment."
